entity1,text,label
SkiResort,Who are the subsidiary entities who build the Xbox 360,0
Place,What is the largest city of the country where P Sathyanarayanan was born,1
Family,Kim Stanley received a prize for being nominated,0
Person,Name the river whose mouth place is Old Lyme Connecticut,1
SkiResort,At which university does Linus Pauling work,0
Event,Which sea is surrounded by Rostock and Kaliningrad,0
River,Who is the top dog of the nominee for Willie Nelson,0
Person,Who replaced Sam Houston as President of the Republic of Texas,1
MountainRange,What are the properties of sulfate ion,0
Agent,To whom did Chrissie Hynde get married and when did it end,1
Organisation,Where did Doug Walgren and Lee Si Chen study,1
Location,Name a basketball player with teams as Chicago Bulls and Phoenix Suns,1
Place,What is the work done by David MCCullough that won him the Pulitzer Prize for Biography or Autobiography,1
Infrastructure,In what division of MLB is the team owned by Branch Rickey found,1
City,who is translated of the translation by nemean ode I,0
Person,Which Indian company has the most employees,1
Person,ATP reacts with which protein,1
Place,Which brand is located in Barcelona,1
Street,Which is musical score by of Requiem where woman is male ,0
Family,Of what country was Jefferson Davis a citizen,0
River,What did Logo develop which resided in the USA,1
Award,What is the town with min male population located in the administrative territorial entity Tasmania,1
CelestialBody,Who is the member of Kuomintang ,0
CollegeCoach,What is religious text is Septuagint,0
AdministrativeRegion,Who is the manufacturer of engine of Jeep Forward Control ,0
Organisation,Humes High School is alma mater to which person,1
Person,Rashid Behbudov State Song Theatre and Baku Puppet Theatre can be found in which country,0
Agent,What is the birth place of Syrian Darley Arabian,1
Person,In which city of New York was George Burns born,1
Street,Where was David Scherman trained ,0
Work,Who is cast member of Ghostbusters where character role is Janine Melnitz ,0
Family,What is the former team of the football player who is the coach of 2006 Oakland Raiders season ,0
Person,Where is the burial place of Athanasius Kircher that is adjacent to the Trevignano Romano,1
Agent,Who started at the pole position in both 1997 canadian grand prix and the 94 spanish one,1
CelestialBody,What is the municipality of Homestead Grays Bridge ,0
Media,In which country is Bocas del toro a capital of some region,0
Organisation,Give me all launch pads operated by NASA,1
Location,Who was on the boards of Freedom of the City and Royal Society,1
Work,What newspaper is found in the Russian Empire,1
Senator,Name the university whose teams have been managed by Albertin Montoya,1
Agent,Which person constituency is Duboce Triangle San Francisco and military unit is USS Kittiwake ASR13,1
Food,Tell me the spouse who directed Twilight of Honor,0
Person,Who has influence of language of modperl,1
Family,What was the attempted murder method used against Henry Clay Frick,0
TimePeriod,Which is the island located in the natural feature of Lewis Dell Mill,0
Non-ProfitOrganisation,Which spouse of Ptolemy XIV had a mother named Ptolemy XII auletes ,1
PopulatedPlace,What country uses renminbi as its currency,1
Location,Who is the video game publisher of Hex whose shareholder is Hasbro Inc,1
City,What is the Class IC flammable liquid with the least observable adverse effect level that contains Carbon,0
Architect,List the places where the relatives of Mark Donaldson died ,0
BaseballTeam,Which writer of A literary Nightmare also extended the work of The Apple tree ,0
Company,Where did Goran Cengic die,1
Agent,Wellington is the capitol of what island country,1
Person,Whats the border of Japan whose language official is Buryat,1
Place,Where was Charles V born in Ghent,1
Person,Name the company whose one of the product is Pixar Image Computer and has one of the key person as Edwin Catmull,1
Play,List the mammals whose taxonomy is Diprotodontia and phylum is Chordate,0
Family,Name the outer planet that has a semimajor axis as described in Ottos encyclopedia,0
State,What made Jon Speelman and Eric Schiller famous,1
Person,What nation has shires of Mikhail Gorbachev,1
Person,Which is the congregation that has the Catholic Church as parent organization,1
ChemicalCompound,To which city does Northeast Library belong,1
PoliticalParty,What is the region of Kim Sawchuk ,0
Settlement,Who is mentor of music by The Steel Trap ,1
Person,which is diplomatic relation of east timor that is statement is subject of east timorindonesia relations,1
Software,What is an exclave in Alaska,1
ArchitecturalStructure,What is the federated state located in the Weimar Republic,1
Department,Which countrys leader is David Johnston,0
SkiResort,What is the name of the sister town of the location of birth of Troy Fraser ,0
Actor,What is the place of the Geography Club play which is also the  official residence of the Scott Berkun,0
PopulatedPlace,Who is premier of national Denis Leary ,1
Election,What planet has use of a sundial,1
Holiday,Where can I find people whose hometown is Ann Arbour in Michigan,0
Ship,Which is the anatomical location for mumps,1
PopulatedPlace,Which football players have Newells Old Boys as youthclub,1
Person,what is the class II combustible liquid with the lower flammable limit whose instance of is occupational caricinogen,1
Agent,What is the record label of the Next Thing and also the  label of the The Producers 2005 film,1
Department,Which is the navy for the employer of Steve Bannon,0
Device,What are the mascots of the teams participating in the Turkish Handball Super League,1
Person,Who was the film produ er of Rekvijem za te??ka??a,1
Person,Who is the inventor of plutonium that lived in US,1
University,Why did October Revolution got devastated and who was responsible behind it,0
AnatomicalStructure,What is the governing body of Burro Flats Painted Cave ,0
Taxon,What is a taxonomic rank that starts with the letter v,1
Lake,Which is the temporal range start of Cambrian,0
Person,What advisor was musical score Piano Sonata No3 by,1
Device,Who operates the railway line which begins in Minneapolis,0
Settlement,Which country has the diplomatic relationship maintained with German Democratic Republic,1
Biomolecule,What are the lunisolar calendar which start with the letter c,1
Family,What country are Evanescence from,0
Agent,Who are the daughters of the wives of Hans Rehmann,1
Website,What country is Abuja the capitol of,0
Country,What is the game platform of Google Cloud Connect ,1
UnitOfWork,Which domains journals did Willard Fiske edit,0
Type,What is the church for St Ignatius of Loyola,0
SkiResort,what does the cahora bassa flow into,0
BodyOfWater,Where did Arne Jacobsen die which is also the county seat for Denmark,1
Family,Who is the producer of Captain EO ,0
Magazine,Who founded Commodore 64,1
City,what is the main regulatory  text and the manifestation  of hypertext  transferprotocol,1
Country,Who has created the design of the Thunderbolt,0
Department,What is the sister or brother of Xerxes whose child is Darius I of Persia,0
Company,What field of employment is K??tar?? Yoshida in,1
NaturalPlace,Which is the locality of Vojvodina having a diplomatic relation of Holy See,1
Person,What type of government replaced the ruling of the thirteen colonies,1
City,Whats the filming location of Thane,1
PeriodicalLiterature,Who died in Pachacutec the twin city of Krakow,1
PoliticalParty,Where does Edvard Westermarck work His sister lives in Copenhagen,0
Agent,What is the parent company of company which owns Sony Bank,1
City,Who is the father of Barbara Ann Crancer,1
Person,Name the television show whose voice is given by  April Stewart and theme music composer is Primus band,0
PopulatedPlace,In what mountain range is Mt Anhui located,1
Person,Who is the producer of the single which was the subsequent work of Hes a Liar,1
Person,tell me the rapid transit which starts with the letter s in it,1
Settlement,Name the river whose source is located in Ikelenge  District and mouth in Mozambique,1
